record_id,timestamp_utc,device_id,device_type,location_city,edge_node_id,distance_to_edge_km,network_slice_id,qos_class,protocol,uplink_bandwidth_Mbps,downlink_bandwidth_Mbps,latency_ms,jitter_ms,throughput_Mbps,packet_size_bytes,packet_loss_pct,retransmissions,signal_rssi_dBm,cpu_usage_pct,memory_usage_pct,battery_level_pct,mobility_state,task_type,task_size_kb,model_size_mb,ai_accelerator,inference_time_ms,energy_consumption_j,offload_location,security_scheme,encryption_enabled,enrolled_in_federated_learning,federated_rounds,blockchain_enabled,priority,core_network_latency_ms,task_offload_success,notes,edge_processing_time_ms,end_to_end_latency_ms,is_urlc_like
451,2025-09-10T18:59:33,aut_87709,autonomous_vehicle,Jaipur,edge_025,1.618,slice_5,mMTC,QUIC,29.393,107.855,3.129,0.735,132.818,661,0.199,2,-64,54.43,64.28,14.6,mobile,voice_processing,446.004,50.0,none,2.477,19.385,cloud,tls,True,0,0,False,medium,1.288,1,,2.519,6.948,0
452,2025-09-07T16:41:40,aut_37192,autonomous_vehicle,Lucknow,edge_012,0.528,slice_9,URLLC,QUIC,35.718,18.364,1.995,0.587,69.014,265,0.0,0,-69,85.7,56.12,1.0,mobile,voice_processing,100.841,0.5,tiny_ml,0.922,27.164,local,tls,True,0,0,False,medium,28.704,0,,0.982,3.369,1
453,2025-09-02T00:05:57,ind_65450,industrial_sensor,Delhi,edge_016,1.377,slice_9,mMTC,CoAP,1.491,0.87,8.298,0.905,8.968,84,0.0,1,-66,26.43,29.57,100.0,aerial,image_inference,47.815,1.0,tiny_ml,5.552,2.685,edge,tls,True,1,2,False,high,18.335,1,,5.061,10.759,0
454,2025-09-03T18:47:52,sma_41077,smart_camera,Bengaluru,edge_013,1.176,slice_4,mMTC,CoAP,6.12,3.689,10.35,0.007,7.523,190,0.73,1,-45,65.69,70.3,24.8,mobile,anomaly_detection,68.898,10.0,edge_tpu,7.503,6.45,edge,tls,True,0,0,False,high,15.368,1,,6.968,16.784,0
455,2025-09-22T15:33:38,sma_98673,smart_meter,Bengaluru,edge_045,3.825,slice_5,eMBB,CoAP,0.196,0.15,75.352,4.067,7.076,779,1.251,1,-59,5.95,7.4,44.3,mobile,video_analytics,75.776,0.1,gpu,31.117,0.085,edge,tls,True,0,0,False,medium,68.475,1,,29.069,106.749,0
456,2025-09-07T08:08:51,aut_79660,autonomous_vehicle,Ahmedabad,edge_044,5.944,slice_2,URLLC,QUIC,58.093,40.216,0.2,2.689,103.89,752,0.0,0,-74,67.42,96.81,59.8,mobile,predictive_maintenance,10.441,0.1,tiny_ml,0.175,27.53,local,tls,True,0,0,False,medium,1.828,1,,0.189,1.515,1
457,2025-09-25T18:26:48,sma_87178,smart_meter,Ahmedabad,edge_007,0.135,slice_5,mMTC,QUIC,0.229,0.076,94.557,4.457,-3.18,723,2.193,1,-76,6.69,12.2,65.7,aerial,anomaly_detection,38.395,0.1,edge_tpu,63.905,0.092,cloud,blockchain_enabled,True,1,1,True,low,95.696,1,,63.233,158.544,0
458,2025-09-02T11:03:54,ind_43955,industrial_sensor,Ahmedabad,edge_044,1.781,slice_3,URLLC,HTTP/3,1.38,1.617,4.789,0.415,12.443,194,0.0,0,-69,20.4,32.41,73.9,vehicular,voice_processing,12.329,1.0,edge_tpu,2.354,0.85,cloud,tls,True,0,0,False,low,5.756,1,,2.371,13.972,1
459,2025-09-22T18:22:55,sma_46152,smart_meter,Hyderabad,edge_034,2.981,slice_2,eMBB,CoAP,0.064,0.182,54.108,2.343,-3.93,79,0.434,1,-63,4.96,10.66,72.1,static,anomaly_detection,59.106,5.0,tiny_ml,23.932,0.076,edge,tls,True,1,2,False,medium,76.787,1,,24.813,82.114,0
460,2025-09-26T16:39:27,sma_65572,smart_camera,Bengaluru,edge_047,0.199,slice_9,eMBB,TCP,7.768,15.767,11.426,0.673,19.834,202,0.698,0,-53,46.09,75.46,89.0,static,predictive_maintenance,28.552,1.0,tiny_ml,8.792,5.539,local,tls,True,0,0,False,low,27.185,1,,9.737,24.72,0
461,2025-09-23T18:43:02,sma_89609,smart_camera,Ahmedabad,edge_011,7.777,slice_6,URLLC,UDP,7.377,16.198,4.97,0.029,18.059,242,0.0,0,-73,49.68,27.58,100.0,aerial,telemetry_aggregation,182.06,0.5,edge_tpu,4.055,0.74,edge,blockchain_enabled,True,0,0,True,low,5.393,1,,3.391,8.863,1
462,2025-09-25T10:52:50,sma_49213,smart_meter,Delhi,edge_019,0.156,slice_10,URLLC,QUIC,0.365,0.063,6.929,0.263,3.589,240,0.342,1,-46,4.75,7.63,92.4,static,telemetry_aggregation,7.15,0.1,npu,2.792,0.031,local,blockchain_enabled,True,0,0,True,medium,14.723,1,,3.101,11.69,1
463,2025-09-18T23:27:18,aut_10675,autonomous_vehicle,Bengaluru,edge_047,2.316,slice_2,eMBB,QUIC,6.15,22.701,1.094,0.369,29.604,106,1.146,0,-68,56.26,78.16,68.8,aerial,predictive_maintenance,44.357,100.0,none,0.561,32.479,edge,tls,True,0,0,False,medium,-1.838,1,,0.575,1.376,0
464,2025-09-28T00:58:58,tra_33878,traffic_sensor,Mumbai,edge_018,0.092,slice_8,eMBB,HTTP/3,2.163,2.228,9.528,2.287,10.082,284,1.287,1,-61,21.27,39.96,19.9,mobile,predictive_maintenance,44.987,1.0,tiny_ml,5.389,1.141,edge,tls,True,0,0,False,high,25.202,1,,5.754,18.615,0
465,2025-09-14T21:40:43,rob_97194,robotic_arm,Kolkata,edge_008,3.307,slice_3,eMBB,HTTP/3,16.443,27.302,1.212,1.082,44.577,286,1.923,1,-72,64.08,62.61,49.1,aerial,predictive_maintenance,41.893,5.0,gpu,0.693,17.214,local,blockchain_enabled,True,0,0,True,high,15.513,1,,0.645,2.526,0
466,2025-09-18T14:37:22,sma_98907,smart_camera,Lucknow,edge_028,1.483,slice_8,URLLC,HTTP/3,5.339,0.007,2.686,0.491,0.66,161,0.731,0,-65,79.04,54.43,1.0,mobile,voice_processing,23.534,1.0,edge_tpu,1.428,3.797,local,blockchain_enabled,True,1,0,True,medium,6.123,1,,1.376,5.729,1
467,2025-09-25T00:07:29,tra_36006,traffic_sensor,Mumbai,edge_046,2.591,slice_10,mMTC,HTTP/3,1.709,2.048,23.099,0.73,3.145,271,1.225,1,-66,23.73,36.53,34.6,mobile,voice_processing,70.753,0.5,npu,10.928,1.277,local,tls,True,0,0,False,high,42.759,1,,9.753,34.334,0
468,2025-09-21T18:32:07,sma_59853,smart_camera,Delhi,edge_034,3.435,slice_4,eMBB,HTTP/3,7.427,4.633,4.858,0.192,7.035,291,0.449,0,-77,54.86,70.23,37.7,static,voice_processing,14.955,5.0,tiny_ml,2.959,3.121,edge,tls,True,0,0,False,medium,16.17,1,,3.526,9.329,0
469,2025-09-04T12:44:10,sma_10070,smart_camera,Chennai,edge_043,4.629,slice_5,eMBB,CoAP,6.469,4.545,12.409,1.411,12.556,416,0.353,1,-65,27.9,100.0,31.7,vehicular,telemetry_aggregation,327.814,0.5,none,9.744,2.952,edge,tls,True,0,0,False,high,15.418,1,,9.732,31.956,0
470,2025-09-27T16:10:07,dro_87189,drone,Chennai,edge_039,1.038,slice_4,eMBB,QUIC,4.133,26.43,10.868,1.3,34.849,186,1.546,1,-67,7.58,48.34,99.8,static,telemetry_aggregation,40.254,0.5,none,5.396,6.21,cloud,tls,True,0,0,False,medium,21.103,1,,6.467,16.335,0
471,2025-09-25T00:28:51,dro_49515,drone,Hyderabad,edge_049,3.837,slice_1,mMTC,HTTP/3,9.802,9.995,11.396,1.213,12.0,1164,0.681,0,-48,62.06,45.9,55.6,vehicular,video_analytics,0.404,0.5,tiny_ml,4.944,47.131,hybrid,secure_element,True,0,0,False,medium,12.823,1,,4.924,15.293,0
472,2025-10-01T02:03:51,sma_31880,smart_camera,Bengaluru,edge_018,5.298,slice_10,URLLC,HTTP/3,9.179,7.217,7.974,0.699,13.018,523,1.934,0,-66,56.76,73.37,32.7,aerial,anomaly_detection,33.534,5.0,npu,6.183,4.819,local,tls,True,0,0,False,medium,4.089,1,,5.49,16.546,1
473,2025-09-15T04:18:48,tra_89589,traffic_sensor,Bengaluru,edge_014,6.848,slice_4,URLLC,QUIC,2.596,1.411,15.743,0.541,-0.817,597,0.931,0,-59,25.04,18.83,50.8,vehicular,image_inference,3.469,5.0,none,7.644,3.421,edge,blockchain_enabled,True,0,0,True,high,12.847,1,,7.667,22.624,1
474,2025-09-09T04:35:40,sma_93835,smart_camera,Bengaluru,edge_018,5.511,slice_1,mMTC,TCP,7.593,1.65,11.139,0.407,6.509,441,0.123,0,-65,58.95,100.0,71.4,static,anomaly_detection,69.651,50.0,tiny_ml,9.727,6.036,edge,blockchain_enabled,True,0,0,True,low,1.018,1,,7.936,19.201,0
475,2025-10-01T16:25:40,ind_63522,industrial_sensor,Chennai,edge_019,0.404,slice_1,eMBB,UDP,1.508,1.488,6.538,0.192,1.053,625,0.0,2,-51,19.05,29.35,100.0,static,image_inference,2.825,1.0,tiny_ml,2.963,2.283,cloud,blockchain_enabled,True,1,1,True,medium,20.0,1,,3.443,7.722,0
476,2025-10-01T08:06:31,sma_92081,smart_meter,Hyderabad,edge_036,9.15,slice_6,eMBB,HTTP/3,0.226,0.373,47.384,0.849,0.017,156,2.6,0,-82,7.3,8.22,100.0,mobile,control_command,19.45,5.0,edge_tpu,30.302,0.036,local,blockchain_enabled,True,0,0,True,medium,46.122,1,,34.163,84.022,0
477,2025-09-29T15:41:57,ind_34754,industrial_sensor,Bengaluru,edge_032,2.273,slice_5,eMBB,HTTP/3,0.831,2.209,6.755,0.151,12.598,417,1.665,0,-56,27.27,26.4,100.0,static,voice_processing,16.971,50.0,none,4.061,0.745,edge,tls,True,0,0,False,medium,18.14,1,,4.428,13.696,0
478,2025-09-06T20:11:36,sma_89074,smart_camera,Kolkata,edge_025,6.33,slice_1,URLLC,UDP,4.77,5.959,5.436,1.72,1.379,298,0.02,0,-59,53.57,62.83,45.8,static,image_inference,78.165,50.0,edge_tpu,2.2,9.725,cloud,tls,True,1,3,False,medium,0.927,1,,2.297,7.787,1
479,2025-09-11T19:43:17,dro_21136,drone,Jaipur,edge_009,0.985,slice_8,eMBB,UDP,13.186,5.732,6.616,0.387,24.991,1115,1.579,1,-65,37.85,57.86,52.1,vehicular,control_command,48.307,5.0,tiny_ml,3.628,11.31,local,tls,True,1,4,False,medium,9.538,1,,3.744,13.504,0
480,2025-09-12T21:20:34,ind_10158,industrial_sensor,Hyderabad,edge_002,1.438,slice_6,eMBB,TCP,1.174,0.656,9.508,1.087,5.83,499,1.493,0,-68,22.19,43.75,53.7,static,predictive_maintenance,15.671,5.0,tiny_ml,5.143,1.263,hybrid,blockchain_enabled,True,0,0,True,high,5.59,1,,6.165,11.099,0
481,2025-09-04T02:30:08,dro_21115,drone,Bengaluru,edge_039,4.481,slice_6,eMBB,QUIC,3.948,10.108,8.119,2.032,6.516,664,0.629,1,-63,36.14,34.7,82.7,vehicular,telemetry_aggregation,54.432,50.0,gpu,5.274,2.339,edge,tls,True,0,0,False,medium,4.598,1,,4.806,11.804,0
482,2025-09-09T05:10:52,aut_10285,autonomous_vehicle,Bengaluru,edge_050,4.776,slice_8,URLLC,TCP,71.797,41.326,0.2,1.64,113.966,273,0.0,0,-62,55.42,48.07,94.8,aerial,anomaly_detection,64.878,1.0,gpu,0.098,40.77,hybrid,tls,True,1,2,False,medium,12.366,1,,0.109,0.799,1
483,2025-09-22T02:16:47,tra_73083,traffic_sensor,Chennai,edge_039,1.174,slice_4,mMTC,QUIC,2.098,3.018,19.66,1.608,6.42,576,0.883,0,-66,33.45,14.31,78.3,mobile,telemetry_aggregation,473.382,5.0,edge_tpu,14.681,0.574,edge,tls,True,0,0,False,medium,32.711,1,,15.159,32.302,0
484,2025-09-02T03:20:20,wea_57409,wearable,Pune,edge_014,0.799,slice_3,eMBB,CoAP,0.405,0.219,14.299,1.163,-8.554,768,0.653,0,-62,7.0,16.65,47.7,mobile,anomaly_detection,31.579,100.0,none,12.247,0.262,hybrid,tls,True,0,0,False,high,32.582,1,,14.578,24.631,0
485,2025-09-07T16:35:21,sma_28061,smart_camera,Bengaluru,edge_045,8.124,slice_7,mMTC,QUIC,2.236,7.468,12.624,0.607,12.1,71,2.416,1,-60,40.05,80.99,89.4,mobile,predictive_maintenance,30.373,0.5,gpu,8.642,3.361,local,dtls,True,1,0,False,low,27.612,1,,9.775,22.475,0
486,2025-09-08T19:14:32,ind_71573,industrial_sensor,Ahmedabad,edge_048,3.308,slice_8,mMTC,QUIC,0.851,0.934,5.255,0.315,4.78,894,0.0,0,-77,21.69,35.07,12.3,vehicular,voice_processing,5.764,5.0,tiny_ml,2.558,0.479,edge,blockchain_enabled,True,0,0,True,high,21.283,1,,3.068,11.405,0
487,2025-09-24T01:17:36,tra_99116,traffic_sensor,Delhi,edge_036,7.738,slice_4,eMBB,QUIC,4.199,2.165,18.15,0.249,-0.26,120,0.743,2,-69,27.99,29.95,17.3,mobile,video_analytics,48.446,5.0,none,14.724,3.673,edge,blockchain_enabled,True,0,0,True,low,22.89,1,,15.244,38.24,0
488,2025-09-25T04:13:47,aut_71398,autonomous_vehicle,Kolkata,edge_021,0.064,slice_1,eMBB,UDP,51.965,29.208,2.101,0.673,93.336,100,0.79,2,-55,63.37,70.81,100.0,static,control_command,285.646,0.5,edge_tpu,1.011,22.869,local,tls,True,1,2,False,high,-10.452,1,,0.892,2.351,0
489,2025-09-11T02:44:13,sma_50516,smart_camera,Hyderabad,edge_036,5.671,slice_4,mMTC,HTTP/3,2.472,9.294,12.016,1.635,8.255,524,0.202,0,-57,64.36,50.65,96.4,aerial,voice_processing,139.459,0.5,npu,6.949,2.609,local,tls,True,0,0,False,medium,3.132,1,,6.959,22.175,0
490,2025-09-20T23:07:47,wea_51218,wearable,Chennai,edge_047,3.171,slice_2,mMTC,HTTP/3,0.164,0.363,13.844,1.172,-3.144,594,0.811,1,-53,13.17,17.66,56.9,mobile,telemetry_aggregation,86.805,50.0,npu,5.797,0.285,hybrid,tls,True,0,0,False,high,-3.47,1,,6.287,23.041,0
491,2025-09-06T12:41:29,aut_92044,autonomous_vehicle,Hyderabad,edge_046,0.796,slice_3,mMTC,UDP,40.785,32.842,2.957,0.287,77.175,826,0.925,2,-67,43.4,57.01,51.2,vehicular,telemetry_aggregation,75.929,5.0,none,2.573,17.533,edge,blockchain_enabled,True,0,0,True,high,17.261,1,,2.855,10.468,0
492,2025-09-12T03:17:36,tra_41340,traffic_sensor,Lucknow,edge_040,2.049,slice_10,mMTC,TCP,2.438,3.675,12.305,2.06,1.178,883,0.884,1,-76,20.83,42.81,92.8,vehicular,image_inference,336.018,0.5,edge_tpu,5.501,4.481,local,blockchain_enabled,True,1,0,True,medium,20.552,1,,4.402,16.656,0
493,2025-09-15T14:21:36,ind_18934,industrial_sensor,Chennai,edge_037,3.024,slice_3,URLLC,TCP,2.083,0.835,2.264,1.506,15.444,187,0.044,1,-59,18.67,34.18,69.9,aerial,anomaly_detection,377.765,0.5,edge_tpu,0.95,0.669,edge,blockchain_enabled,True,0,0,True,low,1.456,1,,0.952,-1.18,1
494,2025-09-19T19:16:25,ind_67780,industrial_sensor,Lucknow,edge_033,5.439,slice_7,eMBB,QUIC,1.307,0.699,8.096,0.664,0.574,150,0.408,1,-62,18.08,24.28,55.5,static,anomaly_detection,898.373,10.0,tiny_ml,6.692,1.591,local,blockchain_enabled,True,0,0,True,medium,-6.859,1,,5.983,15.29,0
495,2025-09-12T19:52:23,tra_19565,traffic_sensor,Jaipur,edge_025,0.981,slice_8,URLLC,QUIC,3.259,3.522,3.088,1.343,11.586,712,1.018,0,-59,29.34,48.86,31.0,mobile,voice_processing,15.633,10.0,edge_tpu,1.543,1.408,cloud,blockchain_enabled,True,1,2,True,medium,9.778,1,,1.774,2.821,1
496,2025-09-25T02:50:08,rob_37870,robotic_arm,Delhi,edge_008,4.382,slice_3,URLLC,CoAP,9.824,11.616,0.466,1.298,19.958,375,0.0,1,-74,62.0,54.99,66.5,aerial,predictive_maintenance,280.864,5.0,none,0.236,14.533,hybrid,tls,True,0,0,False,high,28.599,1,,0.203,-0.502,1
497,2025-09-14T05:41:02,tra_45369,traffic_sensor,Bengaluru,edge_041,4.389,slice_5,URLLC,QUIC,2.123,0.865,9.246,1.025,11.308,308,2.045,0,-66,29.88,24.73,57.2,mobile,image_inference,26.319,50.0,tiny_ml,7.867,5.648,local,secure_element,True,0,0,False,medium,3.051,1,,8.391,17.733,1
498,2025-09-18T22:56:09,ind_36031,industrial_sensor,Jaipur,edge_027,2.792,slice_3,eMBB,CoAP,1.532,2.631,8.547,1.481,-1.076,156,2.02,0,-62,25.46,29.56,55.3,static,predictive_maintenance,85.037,5.0,tiny_ml,5.891,1.139,cloud,blockchain_enabled,True,0,0,True,high,33.339,1,,5.34,13.87,0
499,2025-09-09T07:21:08,dro_11859,drone,Bengaluru,edge_030,9.037,slice_2,mMTC,UDP,10.815,19.488,9.785,0.632,23.303,940,0.972,2,-53,60.37,46.65,55.1,aerial,predictive_maintenance,74.445,1.0,gpu,6.744,12.605,edge,tls,True,0,0,False,high,22.031,1,,6.357,17.567,0
500,2025-09-28T12:14:10,wea_65073,wearable,Bengaluru,edge_050,3.114,slice_6,eMBB,HTTP/3,0.219,0.368,21.89,1.234,-3.817,583,0.0,2,-60,10.61,14.47,61.9,vehicular,video_analytics,64.503,5.0,none,18.254,1.634,edge,secure_element,True,0,0,False,medium,13.241,1,,21.471,46.47,0
501,2025-09-21T22:08:06,rob_64270,robotic_arm,Chennai,edge_023,1.795,slice_9,eMBB,CoAP,1.973,27.627,1.76,0.222,28.824,880,0.814,1,-63,58.82,70.2,97.7,vehicular,control_command,34.172,5.0,tiny_ml,1.448,13.041,edge,blockchain_enabled,True,0,0,True,medium,12.579,1,,1.298,2.955,0
502,2025-09-06T19:36:19,sma_91313,smart_meter,Mumbai,edge_006,3.864,slice_10,eMBB,CoAP,0.266,0.222,55.215,4.239,-1.064,145,0.921,2,-76,4.06,11.04,1.0,static,image_inference,47.217,5.0,none,45.599,0.122,edge,secure_element,True,0,0,False,high,58.036,1,,38.212,95.614,0
503,2025-09-11T11:50:38,tra_25007,traffic_sensor,Mumbai,edge_031,5.047,slice_8,mMTC,QUIC,3.677,3.741,16.88,2.19,8.355,444,0.949,1,-71,26.03,33.03,91.4,static,anomaly_detection,4.437,5.0,gpu,12.311,2.572,edge,secure_element,True,0,0,False,medium,18.239,1,,10.19,28.114,0
504,2025-09-13T17:25:51,tra_98250,traffic_sensor,Kolkata,edge_001,3.968,slice_3,URLLC,UDP,2.553,6.568,5.421,0.26,18.403,470,0.0,0,-74,29.85,39.5,66.6,vehicular,image_inference,10.559,50.0,gpu,4.807,1.836,local,tls,True,0,0,False,high,0.918,1,,4.816,14.043,1
505,2025-09-22T19:56:25,sma_85740,smart_camera,Kolkata,edge_009,0.448,slice_6,URLLC,QUIC,4.221,13.764,3.328,1.948,12.216,740,1.205,0,-68,50.79,55.86,50.2,static,voice_processing,10.045,10.0,tiny_ml,1.764,1.638,edge,tls,True,0,0,False,medium,17.83,1,,1.864,5.626,1
506,2025-09-06T12:39:42,wea_22223,wearable,Kolkata,edge_002,1.687,slice_10,eMBB,HTTP/3,0.341,0.396,18.332,0.845,5.482,169,2.411,2,-76,10.48,15.35,79.9,aerial,image_inference,62.156,5.0,edge_tpu,14.46,0.832,edge,tls,True,0,0,False,high,30.237,1,,13.461,32.556,0
507,2025-09-11T09:49:36,wea_48918,wearable,Hyderabad,edge_035,0.12,slice_7,mMTC,UDP,0.856,0.679,15.03,0.369,5.133,99,2.136,0,-69,8.78,18.54,100.0,static,voice_processing,94.181,0.5,gpu,10.49,0.239,edge,tls,True,0,0,False,high,24.767,1,,11.288,26.195,0
508,2025-09-05T18:09:20,ind_22160,industrial_sensor,Chennai,edge_032,6.176,slice_2,eMBB,QUIC,0.665,1.638,8.53,0.006,0.895,95,2.369,2,-77,16.11,43.9,62.9,static,control_command,17.021,1.0,none,5.335,0.937,edge,tls,True,0,0,False,high,8.366,1,,4.398,13.441,0
509,2025-09-29T12:56:41,ind_96463,industrial_sensor,Lucknow,edge_041,4.469,slice_6,URLLC,CoAP,1.168,0.926,0.768,1.096,0.238,346,0.653,0,-64,11.16,27.74,38.4,mobile,control_command,70.343,0.5,edge_tpu,0.513,0.88,edge,tls,True,0,0,False,medium,0.58,1,,0.586,0.004,1
510,2025-09-07T13:44:16,wea_57826,wearable,Pune,edge_014,2.929,slice_2,URLLC,TCP,0.3,0.671,12.316,0.327,4.48,292,1.542,0,-59,12.07,14.04,94.4,static,anomaly_detection,12.924,1.0,npu,7.98,0.367,cloud,tls,True,0,0,False,medium,13.667,1,,8.99,19.658,1
511,2025-09-10T09:30:43,wea_42780,wearable,Delhi,edge_013,1.541,slice_10,URLLC,HTTP/3,0.307,0.319,11.462,0.149,2.794,78,0.022,0,-71,11.84,9.23,44.5,aerial,predictive_maintenance,79.451,1.0,gpu,8.065,0.468,edge,blockchain_enabled,True,0,0,True,medium,18.718,1,,9.631,24.42,1
512,2025-09-05T02:52:31,dro_92929,drone,Bengaluru,edge_029,2.067,slice_5,mMTC,QUIC,5.811,7.861,4.47,0.2,8.739,315,0.707,1,-67,43.78,35.47,100.0,vehicular,image_inference,27.038,0.5,tiny_ml,2.204,15.48,edge,blockchain_enabled,True,0,0,True,high,10.884,1,,2.589,4.809,0
513,2025-09-09T00:58:59,dro_58754,drone,Chennai,edge_050,1.403,slice_1,URLLC,TCP,8.714,11.043,7.447,1.718,20.681,919,0.0,1,-70,41.32,51.43,83.8,mobile,image_inference,6.972,0.1,tiny_ml,3.362,26.589,edge,tls,True,0,0,False,medium,11.269,1,,3.169,10.659,1
514,2025-09-22T11:22:27,aut_85228,autonomous_vehicle,Kolkata,edge_044,1.101,slice_4,mMTC,HTTP/3,37.34,4.448,2.632,0.415,46.855,103,0.782,0,-67,38.43,42.79,75.0,aerial,anomaly_detection,25.009,50.0,gpu,1.364,30.188,edge,tls,True,0,0,False,high,5.228,1,,1.309,7.987,0
515,2025-09-15T19:18:35,sma_70525,smart_camera,Kolkata,edge_009,4.425,slice_9,mMTC,HTTP/3,9.749,7.851,16.777,0.448,16.952,92,1.589,1,-53,41.76,79.93,100.0,aerial,image_inference,107.595,1.0,edge_tpu,11.379,7.716,edge,tls,True,1,3,False,medium,16.677,1,,12.499,29.218,0
516,2025-09-24T01:37:33,tra_49117,traffic_sensor,Mumbai,edge_032,3.496,slice_10,eMBB,HTTP/3,0.906,5.51,15.567,0.624,-3.296,472,1.612,0,-79,24.88,35.89,55.0,vehicular,control_command,163.707,10.0,tiny_ml,11.863,2.235,local,blockchain_enabled,True,1,1,True,low,29.154,1,,10.127,29.18,0
517,2025-09-14T14:33:28,sma_16880,smart_camera,Mumbai,edge_003,6.036,slice_2,mMTC,HTTP/3,13.677,3.131,13.197,0.858,13.565,598,1.375,0,-43,38.19,56.22,58.9,mobile,image_inference,16.783,0.1,gpu,6.255,9.644,edge,blockchain_enabled,True,0,0,True,medium,16.484,1,,5.79,18.214,0
518,2025-09-23T16:32:09,tra_93480,traffic_sensor,Mumbai,edge_043,4.322,slice_10,eMBB,QUIC,1.872,1.955,14.779,0.302,3.79,140,1.026,2,-56,26.85,29.05,100.0,aerial,video_analytics,39.765,0.5,edge_tpu,10.039,5.641,local,tls,True,0,0,False,low,30.555,1,,8.507,21.133,0
519,2025-09-05T15:32:57,wea_20225,wearable,Pune,edge_032,1.488,slice_4,URLLC,QUIC,0.593,0.101,11.971,0.196,-3.774,155,0.336,0,-87,9.29,14.81,71.5,vehicular,telemetry_aggregation,31.024,5.0,tiny_ml,7.808,0.212,local,tls,True,0,0,False,low,16.69,1,,7.667,15.854,1
520,2025-09-23T23:07:15,dro_60538,drone,Ahmedabad,edge_040,3.238,slice_4,mMTC,HTTP/3,5.178,12.499,8.724,1.046,11.715,660,2.401,1,-55,38.98,45.42,82.8,static,telemetry_aggregation,65.247,0.5,tiny_ml,7.39,4.818,local,secure_element,True,0,0,False,high,9.105,1,,7.544,21.206,0
521,2025-09-14T21:25:16,rob_56131,robotic_arm,Ahmedabad,edge_008,6.127,slice_4,eMBB,HTTP/3,23.769,2.21,3.592,2.234,23.959,579,0.887,0,-52,50.38,46.24,37.1,vehicular,image_inference,11.23,10.0,edge_tpu,1.785,20.846,hybrid,tls,True,1,2,False,high,11.011,1,,1.579,2.76,0
522,2025-10-01T11:43:41,sma_79410,smart_meter,Ahmedabad,edge_032,4.2,slice_1,URLLC,TCP,0.12,0.199,28.05,0.246,7.21,2244,0.0,0,-54,6.52,8.31,19.4,static,predictive_maintenance,8.864,0.1,npu,23.598,0.035,edge,tls,True,1,1,False,medium,41.226,1,,19.13,50.422,1
523,2025-09-12T16:11:17,tra_23278,traffic_sensor,Delhi,edge_047,1.75,slice_4,eMBB,HTTP/3,1.926,3.729,9.084,0.013,12.542,397,2.29,1,-62,26.24,45.61,87.8,static,predictive_maintenance,28.972,50.0,tiny_ml,7.506,1.518,cloud,tls,True,0,0,False,medium,19.918,1,,8.165,15.249,0
524,2025-09-11T02:16:18,aut_31842,autonomous_vehicle,Jaipur,edge_022,3.716,slice_8,mMTC,QUIC,14.089,70.077,2.647,0.966,82.261,263,0.78,0,-60,80.57,98.1,1.0,mobile,telemetry_aggregation,150.319,10.0,none,1.831,18.361,hybrid,blockchain_enabled,True,0,0,True,medium,16.588,1,,1.479,9.078,0
525,2025-09-02T20:15:41,aut_15921,autonomous_vehicle,Delhi,edge_037,4.986,slice_9,eMBB,HTTP/3,34.881,61.69,1.694,0.334,99.449,141,1.527,0,-68,58.03,40.17,100.0,vehicular,control_command,29.96,10.0,none,1.09,24.64,edge,tls,True,0,0,False,medium,8.552,1,,1.296,10.61,0
526,2025-09-18T04:50:01,dro_49470,drone,Lucknow,edge_034,3.894,slice_9,URLLC,TCP,5.765,7.671,7.491,0.551,7.68,724,0.0,1,-50,36.97,67.44,56.1,mobile,predictive_maintenance,28.489,1.0,none,4.61,14.122,edge,blockchain_enabled,True,0,0,True,high,12.848,1,,4.097,7.528,1
527,2025-09-07T05:44:57,tra_93720,traffic_sensor,Ahmedabad,edge_018,2.481,slice_9,mMTC,HTTP/3,2.356,1.474,19.8,0.389,-1.746,948,0.467,0,-55,30.04,33.0,98.1,aerial,predictive_maintenance,16.715,100.0,npu,14.868,1.673,edge,tls,True,0,0,False,low,33.321,1,,15.843,33.389,0
528,2025-09-18T20:16:53,rob_84273,robotic_arm,Mumbai,edge_019,1.226,slice_3,eMBB,QUIC,13.318,15.062,3.688,0.755,34.752,65,1.136,1,-79,63.5,70.63,57.4,mobile,image_inference,12.029,5.0,none,1.551,22.232,local,blockchain_enabled,True,0,0,True,medium,8.409,1,,1.511,8.518,0
529,2025-09-16T20:18:27,sma_74011,smart_camera,Kolkata,edge_001,3.527,slice_1,eMBB,HTTP/3,13.667,4.266,4.145,1.26,22.439,81,1.774,3,-79,53.09,73.3,36.8,mobile,anomaly_detection,7.071,50.0,none,2.553,4.614,cloud,blockchain_enabled,True,0,0,True,low,-5.94,1,,2.103,8.787,0
530,2025-09-19T05:10:34,sma_72020,smart_camera,Kolkata,edge_016,5.531,slice_2,eMBB,UDP,5.665,9.669,4.705,1.259,8.772,757,1.055,0,-63,43.86,50.59,52.7,aerial,predictive_maintenance,4.834,50.0,npu,2.351,5.024,edge,tls,True,1,2,False,high,8.644,1,,2.325,10.361,0
